label_bucket,market_record_id,market_index,market_constraint,match_source,candidate_record_id,candidate_index,candidate_constraint,facility_score,contingency_score,voltage_match,voltage_near_match,token_overlap,zone_overlap,interface_keyword_match,embedding_similarity,rule_score,rule_score_v1,rule_score_v2,best_score,second_best_score,score_margin,ambiguity_flag,manual_label,review_notes
high_confidence,10000467244,3163,AMOS 765 KV AMOS 6 XFORMER,pano,12516,12515,AMOS     6        XFORMER   H  765 KV,0.8,1,1,1,0.909091,0.75,0,,0.892955,0.875,0.892955,0.892955,0.694935,0.19802,FALSE,1,
high_confidence,10016430043,2073,BEAV DUQ138 KV  BEA-CRE8,pano,9521,9520,BEAV DUQ138 KV  BEA-VAL,0.75,1,1,1,0.857143,0.6,0,,0.860357,0.835,0.860357,0.860357,0.793864,0.066493,FALSE,1,
high_confidence,10004183139,2193,BAGLEY  230 KV  BAG-RAP5,pano,5276,5275,BAGLEY 230KV - RAPHAERD 230KV (BAGLEY 230 KV BAG-RAP5),0.75,1,1,1,0.875,0.545455,0,,0.858523,0.829545,0.858523,0.858523,0.748333,0.11019,FALSE,1,
high_confidence,10000570017,1647,FOURRIVR 230 KV FOURRIVR-STJOHNS4 256A,pano,1733,1732,FOURRIVR 230KV - STJOHNS4 230KV (FOURRIVR 230 KV 256A),0.75,1,1,1,0.857143,0.571429,0,,0.858929,0.832143,0.858929,0.858929,0.678571,0.180358,FALSE,1,
high_confidence,10000566176,1051,SEWARD 115 KV SEWARD-TOWER51 H1H2 1097,pano,5318,5317,SEWARD 115KV - TOWER51 115KV (SEWARD 115 KV SEW-TOW),0.8,1,1,1,0.888889,0.666667,0,,0.887778,0.866667,0.887778,0.887778,0.707436,0.180342,FALSE,1,
high_confidence,10000575840,1229,3ROCKY 115 KV 3ROCKY -BATTLEBO 123A,pano,3132,3131,3ROCKY 115KV - BATTLEBO 115KV (3ROCKY 115 KV 123A),0.857143,1,1,1,0.923077,0.571429,0,,0.91044,0.885714,0.91044,0.91044,0.802747,0.107693,FALSE,1,
high_confidence,10000568966,4398,GEORGEWA 138 KV GEORGEWA-NATRIUM2,pano,4393,4392,GEORGEWA 138KV - NATRIUM2 138KV (GEORGEWA 138 KV GEO-NAT1),0.8,1,1,1,0.875,0.666667,0,,0.887083,0.866667,0.887083,0.887083,0.69125,0.195833,FALSE,1,
high_confidence,10000566135,1920,KEYSTONE 230 KV KEYSTONE-SHELOCTA KHC 2014,pano,6024,6023,KEYSTONE 230KV - SHELOCTA 230KV (KEYSTONE 230 KV KEY-SHE),0.727273,1,1,1,0.8,0.769231,0,,0.855734,0.840559,0.855734,0.855734,0.753234,0.1025,FALSE,1,
high_confidence,10016776077,3550,GREYSPT 115 KV  GRE-HARM,pano,4684,4683,HARMONYV 115KV - GREYSPT 115KV (GREYSPT 115 KV GRE-HARM),0.75,1,1,1,0.857143,0.666667,0,,0.86369,0.841667,0.86369,0.86369,0.649405,0.214285,FALSE,1,
high_confidence,10002864514,2776,CARL PN-GARDNERS 1049 B 115 KV,pano,1908,1907,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),0.909091,1,1,1,0.941176,0.8,0,,0.94615,0.934545,0.94615,0.94615,0.840267,0.105883,FALSE,1,
high_confidence,10002892174,4174,BERGEN  138 KV  BER-FAIM,dayzer,533209,8122,BERGEN_138 KV_BER-FAIM:345/138.Bergen.345-1,1,0,1,1,0.666667,0.285714,0,,0.866667,0.678571,0.866667,0.866667,0.767143,0.099524,FALSE,1,
high_confidence,10016017601,4446,ELIMA   138 KV  ELI-HAV1,pano,5498,5497,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1),0.75,1,1,1,0.857143,0.6,0,,0.860357,0.835,0.860357,0.860357,0.646071,0.214286,FALSE,1,
high_confidence,10016883528,318,MAROA-E GOOSECREEK 345KV L/O FARADAY-KANSAS 345KV,pano,4226,4225,Maroa-E GooseCreek 345kV l/o Faraday-Kansas 345kV,1,1,1,1,1,0,0,,0.95,0.9,0.95,0.95,0.728571,0.221429,FALSE,1,
high_confidence,10000566592,1070,KEENEY 230 KV KEENEY-STEELE 23009,dayzer,529521,5607,KEENEY_230 KV_KEE-STE9:Keeney-Steele.23001,1,0,1,1,0.727273,0,0,,0.872727,0.65,0.872727,0.872727,0.692045,0.180682,FALSE,1,
high_confidence,10003892864,4408,CENTER-WESTPORT 110552 A 115 KV,dayzer,521161,4346,CENTER 115 KV CEN-WES2 Westport-Center (110551) 115 KV line,1,0,1,1,0.666667,0.545455,0,,0.866667,0.704545,0.866667,0.866667,0.727143,0.139524,FALSE,1,
high_confidence,10016430921,2333,YUKON    Y2           CB       138 KV,pano,5874,5873,YUKON    Y2           CB       138 KV,1,1,1,1,1,0.857143,0,,0.992857,0.985714,0.992857,0.992857,0.547033,0.445824,FALSE,1,
high_confidence,10000565451,2567,BRUNNERI 230 KV BRUNNERI-YORKANA 1055,pano,2624,2623,BRUNNERI 230KV - YORKANA 230KV (BRUNNERI 230 KV BRU-YOR),0.8,1,1,1,0.833333,0.833333,0,,0.893333,0.883333,0.893333,0.893333,0.737381,0.155952,FALSE,1,
high_confidence,10003892864,4012,CENTER-WESTPORT 110552 A 115 KV,pano,5388,5387,WESTPORT 115KV - CENTER 115KV (CENTER 115 KV CEN-WES2),0.888889,1,1,1,0.941176,0.666667,0,,0.930392,0.911111,0.930392,0.930392,0.792262,0.13813,FALSE,1,
high_confidence,10000569620,2055,STURGIS 69 KV STURGIS-HOWE TIE,pano,5619,5618,HOWE 69KV - STURGIS 69KV (STURGIS 69 KV STU-HOW1),0.8,1,1,1,0.857143,0.666667,0,,0.88619,0.866667,0.88619,0.88619,0.696667,0.189523,FALSE,1,
high_confidence,10000566273,3286,DICKERSH 230 KV DICKERSH-DICKERSO 23104,pano,5111,5110,DICKERSH 230KV - DICKERSO 230KV (DICKERSH 230 KV DIC-DIC4),0.8,1,1,1,0.875,0.727273,0,,0.890114,0.872727,0.890114,0.890114,0.783864,0.10625,FALSE,1,
high_confidence,10003892864,5069,CENTER-WESTPORT 110552 A 115 KV,pano,5286,5285,WESTPORT 115KV - CENTER 115KV (CENTER 115 KV CEN-WES2),0.888889,1,1,1,0.952381,0.714286,0,,0.933333,0.915873,0.933333,0.933333,0.747436,0.185897,FALSE,1,
high_confidence,10004075314,2330,ALLENIM 345 KV  ALL-RPM,pano,3270,3269,ALLENIM 345KV - RPMONE 345KV (ALLENIM 345 KV ALL-RPM),0.75,1,1,1,0.857143,0.666667,0,,0.86369,0.841667,0.86369,0.86369,0.756548,0.107142,FALSE,1,
high_confidence,10000568972,2984,GLENLYN 138 KV GLENLYN -PROGRESS GLE1-PRO,pano,4769,4768,PROGRESS 138KV - GLENLYN 138KV (GLENLYN 138 KV GLE1-PRO),0.888889,1,1,1,0.947368,0.615385,0,,0.928138,0.905983,0.928138,0.928138,0.708203,0.219935,FALSE,1,
high_confidence,10000566501,324,CHURCH 69 KV CHURCH-NEWMERED 6704-1,pano,2074,2073,CHURCH 69KV - NEWMERED 69KV (CHURCH 69 KV CHU-NME),0.888889,1,1,1,0.923077,0.833333,0,,0.937821,0.927778,0.937821,0.937821,0.780128,0.157693,FALSE,1,
high_confidence,10000572300,4304,MAPLEOE 138 KV MAPLEOE-JACKSNOE,pano,4344,4343,JACKSNOE 138KV - MAPLEOE 138KV (MAPLEOE 138 KV MAP-JAC1),0.888889,1,1,1,0.933333,0.727273,0,,0.93303,0.917172,0.93303,0.93303,0.826364,0.106666,FALSE,1,
high_confidence,10000569970,2707,CHAPRLTP 230 KV CHAPRLTP-CARSON4 249B,pano,5879,5878,CARSON4 230KV - CHAPRLTP 230KV (CHAPRLTP 230 KV 249B),0.75,1,1,1,0.857143,0.571429,0,,0.858929,0.832143,0.858929,0.858929,0.751786,0.107143,FALSE,1,
high_confidence,10000567115,3020,PLEASNT 138 KV PLEASNT -STMARYS STM-PLE,pano,2640,2639,PLEASNT 138KV - STMARYS 138KV (PLEASNT 138 KV STM-PLE),0.888889,1,1,1,0.933333,0.769231,0,,0.935128,0.921368,0.935128,0.935128,0.828462,0.106666,FALSE,1,
high_confidence,10016241124,4876,EASTPT  115 KV  EAP-GRA4,pano,6070,6069,GRAYMANO 115KV - EASTPT 115KV (EASTPT 115 KV EAP-GRA4),0.75,1,1,1,0.833333,0.545455,0,,0.856439,0.829545,0.856439,0.856439,0.735606,0.120833,FALSE,1,
high_confidence,10000566199,4638,AQUASCO 230 KV AQUASCO -CHALKPT AQU-CHA1,pano,1501,1500,CHALKPT 230KV - AQUASCO 230KV (AQUASCO 230 KV AQU-CHA1),0.888889,1,1,1,0.933333,0.727273,0,,0.93303,0.917172,0.93303,0.93303,0.614103,0.318927,FALSE,1,
high_confidence,10016737222,2470,7713 -981 CRESENT 138 KV FOR LOSS OF POWERTON-TOULON 0321 138 KV,pano,5258,5257,7713 -981 Cresent 138 kV for loss of Powerton-Toulon 0321 138 kV,1,1,1,1,1,0,0,,0.95,0.9,0.95,0.95,0.555385,0.394615,FALSE,1,
high_confidence,10000566997,4240,HEATERS 138 KV HEATERS-SUTTON 52,pano,4430,4429,HEATERS 138KV - SUTTON 138KV (HEATERS 138 KV HEA-SUT),0.888889,1,1,1,0.947368,0.714286,0,,0.933083,0.915873,0.933083,0.933083,0.749817,0.183266,FALSE,1,
high_confidence,10000570709,5167,MTSTORM4 500 KV MTSTORM-PRUNTYTO,pano,4119,4118,PRUNTYTO 500KV - MTSTORM4 500KV (MTSTORM4 500 KV MTS-PRU),0.727273,1,1,1,0.823529,0.666667,0,,0.851783,0.830303,0.851783,0.851783,0.656349,0.195434,FALSE,1,
high_confidence,10000565087,2017,MINUEST 230 KV MINUEST-SEWAREN R-2218,pano,3116,3115,SEWAREN 230KV - MINUEST 230KV (MINUEST 230 KV MIN-SEW),0.8,1,1,1,0.875,0.769231,0,,0.892212,0.876923,0.892212,0.892212,0.785962,0.10625,FALSE,1,
high_confidence,10000566187,4439,UTICAJCT 115 KV UTICAJCT-WAYNE WAE 1010,pano,3143,3142,WAYNE 115KV - UTICAJCT 115KV (UTICAJCT 115 KV UTI-WAY),0.727273,1,1,1,0.823529,0.714286,0,,0.854163,0.835065,0.854163,0.854163,0.603333,0.25083,FALSE,1,
high_confidence,10017064183,3611,EBERSOLE138 KV  EBE-NFI,pano,4144,4143,EBERSOLE138 KV  EBE-NFI,1,1,1,1,1,0.666667,0,,0.983333,0.966667,0.983333,0.983333,0.772877,0.210456,FALSE,1,
high_confidence,10000566137,2598,LAURELL 115 KV LAURELLAKE-TIFFANY 115 KV,pano,1370,1369,TIFFANY 115KV - LAURELL 115KV (LAURELL 115 KV LAU-TIF),0.8,1,1,1,0.875,0.714286,0,,0.889464,0.871429,0.889464,0.889464,0.606456,0.283008,FALSE,1,
high_confidence,10016240939,2423,ALLENIM 138 KV  ALL-LOG,pano,5979,5978,ALLENIM 138KV - LOGTOWN 138KV (ALLENIM 138 KV ALL-LOG),0.75,1,1,1,0.857143,0.666667,0,,0.86369,0.841667,0.86369,0.86369,0.756548,0.107142,FALSE,1,
high_confidence,10017471542,2809,REFORM  138 KV  NNE-REF,pano,2639,2638,REFORM 138KV - NNEWARK 138KV (REFORM 138 KV NNE-REF),0.75,1,1,1,0.857143,0.666667,0,,0.86369,0.841667,0.86369,0.86369,0.54391,0.31978,FALSE,1,
high_confidence,10000565958,5048,MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 977-1,pano,3554,3553,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR7),0.8,1,1,1,0.857143,0.8,0,,0.892857,0.88,0.892857,0.892857,0.795714,0.097143,FALSE,1,
high_confidence,10000565529,223,FRACKVIL 230 KV FRACKVIL-SIEGFRIE,pano,4718,4717,FRACKVIL 230KV - SIEGFRIE 230KV (FRACKVIL 230 KV FRA-SIE),0.8,1,1,1,0.875,0.769231,0,,0.892212,0.876923,0.892212,0.892212,0.755184,0.137028,FALSE,1,
high_confidence,10015744463,144,PIPECREE138 KV  MUL-PIP1,pano,3698,3697,PIPECREE138 KV  MUL-PIP1,1,1,1,1,1,0.571429,0,,0.978571,0.957143,0.978571,0.978571,0.767827,0.210744,FALSE,1,
high_confidence,10002544977,2547,WEFOSTOR138 KV WEF-02W1,pano,4399,4398,WEFOSTOR138 KV  WEF-02W1,1,1,1,1,1,0.571429,0,,0.978571,0.957143,0.978571,0.978571,0.870238,0.108333,FALSE,1,
high_confidence,10016764616,1625,GILBERT 115 KV  GIL-GLEN,pano,1360,1359,GILBERT 115KV - GLENDON 115KV (GILBERT 115 KV GIL-GLEN),0.75,1,1,1,0.857143,0.666667,0,,0.86369,0.841667,0.86369,0.86369,0.704167,0.159523,FALSE,1,
high_confidence,10016240939,2792,ALLENIM 138 KV  ALL-LOG,pano,5687,5686,ALLENIM 138KV - LOGTOWN 138KV (ALLENIM 138 KV ALL-LOG),0.75,1,1,1,0.833333,0.727273,0,,0.86553,0.847727,0.86553,0.86553,0.738333,0.127197,FALSE,1,
high_confidence,10002871423,1450,JOHNSONM-OTTER B 138 KV,pano,2594,2593,OTTER 138KV - JOHNSONM 138KV (JOHNSONM 138 KV JOH-OTT1),0.8,1,1,1,0.875,0.727273,0,,0.890114,0.872727,0.890114,0.890114,0.732078,0.158036,FALSE,1,
high_confidence,10000565959,948,MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 978-1,pano,2526,2525,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR8),0.8,1,1,1,0.888889,0.727273,0,,0.890808,0.872727,0.890808,0.890808,0.795253,0.095555,FALSE,1,
high_confidence,10016662044,226,ESIDELIM138 KV  ESI-NDE1,pano,4349,4348,ESIDELIM138 KV  ESI-NDE1,1,1,1,1,1,0.571429,0,,0.978571,0.957143,0.978571,0.978571,0.653571,0.325,FALSE,1,
high_confidence,10017896048,1768,BAIR    115 KV  BAI-HIL,pano,2502,2501,BAIR 115KV - HILL 115KV (BAIR 115 KV BAI-HIL),0.75,1,1,1,0.875,0.615385,0,,0.862019,0.836538,0.862019,0.862019,0.706723,0.155296,FALSE,1,
high_confidence,10000566809,4257,CANAANVA 138 KV CANAANVA-SENECACA 160,pano,1666,1665,CANAANVA 138KV - SENECACA 138KV (CANAANVA 138 KV CAN-SEN),0.8,1,1,1,0.875,0.769231,0,,0.892212,0.876923,0.892212,0.892212,0.785962,0.10625,FALSE,1,
high_confidence,10004238024,978,DUPSEAFD-LAURELDP 6736 B 69 KV,pano,2377,2376,DUPSEAFD 69KV - LAURELDP 69KV (DUPSEAFD 69 KV DUP-LAU),0.8,1,1,1,0.875,0.769231,0,,0.892212,0.876923,0.892212,0.892212,0.684327,0.207885,FALSE,1,
high_confidence,10002236350,2624,BETHEL-RIVERTON RLU B 138 KV,pano,4564,4563,RIVERTON 138KV - BETHEL 138KV (BETHEL 138 KV BET-RIVU),0.8,1,1,1,0.875,0.714286,0,,0.889464,0.871429,0.889464,0.889464,0.723031,0.166433,FALSE,1,
high_confidence,10016923621,5025,BIRCHWD 230 KV  BIR-COMO,pano,4678,4677,BIRCHWD 230KV - COMORNDP 230KV (BIRCHWD 230 KV BIR-COMO),0.75,1,1,1,0.857143,0.666667,0,,0.86369,0.841667,0.86369,0.86369,0.702083,0.161607,FALSE,1,
high_confidence,10002864514,3213,CARL PN-GARDNERS 1049 B 115 KV,pano,2794,2793,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),0.909091,1,1,1,0.941176,0.8,0,,0.94615,0.934545,0.94615,0.94615,0.734385,0.211765,FALSE,1,
high_confidence,10002900125,5057,SAXTON-THREESPR 2K 1062 A 115 KV,pano,5720,5719,SAXTON 115KV - THREESPR 115KV (SAXTON 115 KV SAX-THR),0.8,1,1,1,0.875,0.769231,0,,0.892212,0.876923,0.892212,0.892212,0.785962,0.10625,FALSE,1,
high_confidence,10004236903,2797,EELKHART138 KV  EEL-MOT1,pano,5548,5547,EELKHART138 KV  EEL-MOT1,1,1,1,1,1,0.571429,0,,0.978571,0.957143,0.978571,0.978571,0.761905,0.216666,FALSE,1,
high_confidence,10004293419,1274,BEAVER  138 KV  BEA-NAS1,pano,3280,3279,NASA 138KV - BEAVER 138KV (BEAVER 138 KV BEA-NAS1),0.75,1,1,1,0.833333,0.666667,0,,0.8625,0.841667,0.8625,0.8625,0.754167,0.108333,FALSE,1,
high_confidence,10000566170,442,ROCKTONM 115 KV ROCKTONM-SHAWVILL SD 1076,pano,1402,1401,SHAWVILL 115KV - ROCKTONM 115KV (ROCKTONM 115 KV ROC-SHA),0.727273,1,1,1,0.823529,0.714286,0,,0.854163,0.835065,0.854163,0.854163,0.772448,0.081715,FALSE,1,
high_confidence,10016006396,4555,DOEX530 345 KV  DOE-PIE1,pano,3058,3057,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE1),0.75,1,1,1,0.857143,0.5,0,,0.855357,0.825,0.855357,0.855357,0.735714,0.119643,FALSE,1,
high_confidence,10016017619,1545,ELIMA   138 KV  ELI-NWL1,pano,363,362,ELIMA 138KV - NWLIMA 138KV (ELIMA 138 KV ELI-NWL1),0.75,1,1,1,0.857143,0.6,0,,0.860357,0.835,0.860357,0.860357,0.740714,0.119643,FALSE,1,
high_confidence,10002885534,900,PRESTON-TANYARD 6716-5 B 69 KV,pano,2057,2056,TANYARD 69KV - PRESTON 69KV (PRESTON 69 KV PRE-TAN),0.888889,1,1,1,0.933333,0.769231,0,,0.935128,0.921368,0.935128,0.935128,0.828462,0.106666,FALSE,1,
high_confidence,10000566056,843,EDGEWOOD 115 KV EDGEWOOD-SHELOCTA LSH 1036,pano,5408,5407,SHELOCTA 115KV - EDGEWOOD 115KV (EDGEWOOD 115 KV EDG-SHE),0.727273,1,1,1,0.823529,0.714286,0,,0.854163,0.835065,0.854163,0.854163,0.748281,0.105882,FALSE,1,
high_confidence,10000566961,3482,GORE APS 138 KV GORE APS-STONEWAL JST4,pano,3155,3154,GORE APS 138KV - STONEWAL 138KV (GORE APS 138 KV GOR-STO),0.769231,1,1,1,0.842105,0.857143,0,,0.881116,0.87033,0.881116,0.881116,0.775853,0.105263,FALSE,1,
high_confidence,10000565958,3028,MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 977-1,pano,3573,3572,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR7),0.8,1,1,1,0.9,0.615385,0,,0.885769,0.861538,0.885769,0.885769,0.790769,0.095,FALSE,1,
high_confidence,10006016521,3984,FARMERSV-RIDG PN RV 1048 A 115 KV,pano,4068,4067,FARMERSV 115KV - RIDG PN 115KV (FARMERSV 115 KV FAR-RID),0.769231,1,1,1,0.842105,0.75,0,,0.875759,0.859615,0.875759,0.875759,0.770496,0.105263,FALSE,1,
high_confidence,10016240939,5195,ALLENIM 138 KV  ALL-LOG,pano,5732,5731,ALLENIM 138KV - LOGTOWN 138KV (ALLENIM 138 KV ALL-LOG),0.75,1,1,1,0.875,0.714286,0,,0.866964,0.846429,0.866964,0.866964,0.608465,0.258499,FALSE,1,
high_confidence,10015852870,271,ESSEX   230 KV  ESS-MCC,pano,5282,5281,MCCARTER 230KV - ESSEX 230KV (ESSEX 230 KV ESS-MCC),0.75,1,1,1,0.888889,0.615385,0,,0.862714,0.836538,0.862714,0.862714,0.731603,0.131111,FALSE,1,
high_confidence,10004236903,3425,EELKHART138 KV  EEL-MOT1,pano,5699,5698,EELKHART138 KV  EEL-MOT1,1,1,1,1,1,0.666667,0,,0.983333,0.966667,0.983333,0.983333,0.823333,0.16,FALSE,1,
high_confidence,10000575840,1168,3ROCKY 115 KV 3ROCKY -BATTLEBO 123A,pano,3291,3290,3ROCKY 115KV - BATTLEBO 115KV (3ROCKY 115 KV 123A),0.857143,1,1,1,0.923077,0.571429,0,,0.91044,0.885714,0.91044,0.91044,0.767857,0.142583,FALSE,1,
high_confidence,10016469371,4179,HARMONY 138 KV  HAR-KIA,pano,5492,5491,HARMONY 138KV - KIAMENSI 138KV (HARMONY 138 KV HAR-KIA),0.75,1,1,1,0.833333,0.727273,0,,0.86553,0.847727,0.86553,0.86553,0.677197,0.188333,FALSE,1,
high_confidence,10004238024,1493,DUPSEAFD-LAURELDP 6736 B 69 KV,pano,2346,2345,DUPSEAFD 69KV - LAURELDP 69KV (DUPSEAFD 69 KV DUP-LAU),0.8,1,1,1,0.857143,0.833333,0,,0.894524,0.883333,0.894524,0.894524,0.758389,0.136135,FALSE,1,
